team,season,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps,pass_snaps,win,loss,tie,record,win_pct,average_safety,average_interception,average_fumble,average_fumble_lost,average_fumble_forced,average_fumble_not_forced,average_fumble_out_of_bounds,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv,rush_pct,pass_pct
WAS,2018,REG,0.0,15.0,25.0,10.0,18.0,7.0,2.0,603.0,194.0,89.0,46.0,91.0,1,0.0,0.0,0.0,0.0,1000,396,585,7.0,9.0,0.0,'7-9-0,0.438,0.0,0.9375,1.5625,0.625,1.125,0.4375,0.125,37.6875,12.125,5.5625,2.875,5.6875,0.0625,0.0,0.0,0.0,0.0,0.4,0.58
ARI,2019,REG,0.0,7.0,22.0,9.0,19.0,3.0,0.0,699.0,198.0,62.0,40.0,87.0,0,0.0,0.0,0.0,0.0,1083,430,639,5.0,11.0,0.0,'5-11-0,0.312,0.0,0.4375,1.375,0.5625,1.1875,0.1875,0.0,43.6875,12.375,3.875,2.5,5.4375,0.0,0.0,0.0,0.0,0.0,0.4,0.59
ATL,2019,REG,0.0,12.0,26.0,9.0,19.0,7.0,5.0,586.0,226.0,49.0,28.0,66.0,3,1.0,0.0,0.0,0.0,989,408,563,7.0,9.0,0.0,'7-9-0,0.438,0.0,0.75,1.625,0.5625,1.1875,0.4375,0.3125,36.625,14.125,3.0625,1.75,4.125,0.1875,0.0625,0.0,0.0,0.0,0.41,0.57
BAL,2019,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,53,35,16,14.0,3.0,0.0,'14-3-0,0.824,0.058823529411764705,0.7647058823529411,1.2352941176470589,0.7058823529411765,0.8823529411764706,0.47058823529411764,0.058823529411764705,36.11764705882353,9.411764705882353,2.411764705882353,2.235294117647059,6.588235294117647,0.35294117647058826,0.0,0.0,0.0,0.0,0.66,0.3
BAL,2019,REG,1.0,13.0,21.0,12.0,15.0,8.0,1.0,580.0,152.0,41.0,37.0,108.0,6,0.0,0.0,0.0,0.0,926,333,585,14.0,3.0,0.0,'14-3-0,0.824,0.058823529411764705,0.7647058823529411,1.2352941176470589,0.7058823529411765,0.8823529411764706,0.47058823529411764,0.058823529411764705,36.11764705882353,9.411764705882353,2.411764705882353,2.235294117647059,6.588235294117647,0.35294117647058826,0.0,0.0,0.0,0.0,0.36,0.63
BUF,2019,POST,0.0,0.0,2.0,1.0,1.0,1.0,0.0,41.0,17.0,6.0,7.0,12.0,0,0.0,0.0,0.0,0.0,67,33,33,10.0,7.0,0.0,'10-7-0,0.588,0.058823529411764705,0.8235294117647058,1.3529411764705883,0.5294117647058824,0.9411764705882353,0.47058823529411764,0.11764705882352941,36.8235294117647,13.647058823529411,7.235294117647059,3.0,5.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.49,0.49
BUF,2019,REG,1.0,14.0,21.0,8.0,15.0,7.0,2.0,585.0,215.0,117.0,44.0,89.0,0,0.0,0.0,0.0,0.0,989,375,599,10.0,7.0,0.0,'10-7-0,0.588,0.058823529411764705,0.8235294117647058,1.3529411764705883,0.5294117647058824,0.9411764705882353,0.47058823529411764,0.11764705882352941,36.8235294117647,13.647058823529411,7.235294117647059,3.0,5.9411764705882355,0.0,0.0,0.0,0.0,0.0,0.38,0.61
CAR,2019,REG,2.0,14.0,16.0,8.0,9.0,7.0,0.0,633.0,173.0,27.0,53.0,103.0,1,1.0,0.0,0.0,0.0,1048,425,598,5.0,11.0,0.0,'5-11-0,0.312,0.125,0.875,1.0,0.5,0.5625,0.4375,0.0,39.5625,10.8125,1.6875,3.3125,6.4375,0.0625,0.0625,0.0,0.0,0.0,0.41,0.57
CHI,2019,REG,1.0,10.0,16.0,9.0,12.0,4.0,2.0,707.0,120.0,15.0,32.0,78.0,1,0.0,0.0,0.0,0.0,1021,404,604,8.0,8.0,0.0,'8-8-0,0.5,0.0625,0.625,1.0,0.5625,0.75,0.25,0.125,44.1875,7.5,0.9375,2.0,4.875,0.0625,0.0,0.0,0.0,0.0,0.4,0.59
CIN,2019,REG,1.0,11.0,14.0,7.0,10.0,4.0,2.0,619.0,206.0,33.0,31.0,84.0,0,0.0,0.0,0.0,0.0,1036,478,527,2.0,14.0,0.0,'2-14-0,0.125,0.0625,0.6875,0.875,0.4375,0.625,0.25,0.125,38.6875,12.875,2.0625,1.9375,5.25,0.0,0.0,0.0,0.0,0.0,0.46,0.51
CLE,2019,REG,0.0,14.0,20.0,7.0,13.0,7.0,1.0,651.0,161.0,39.0,38.0,81.0,1,0.0,0.0,0.0,0.0,1009,441,545,6.0,10.0,0.0,'6-10-0,0.375,0.0,0.875,1.25,0.4375,0.8125,0.4375,0.0625,40.6875,10.0625,2.4375,2.375,5.0625,0.0625,0.0,0.0,0.0,0.0,0.44,0.54
DAL,2019,REG,0.0,7.0,15.0,10.0,13.0,2.0,0.0,634.0,184.0,27.0,39.0,88.0,1,0.0,0.0,0.0,0.0,1019,394,611,8.0,8.0,0.0,'8-8-0,0.5,0.0,0.4375,0.9375,0.625,0.8125,0.125,0.0,39.625,11.5,1.6875,2.4375,5.5,0.0625,0.0,0.0,0.0,0.0,0.39,0.6
DEN,2019,REG,0.0,10.0,13.0,6.0,10.0,3.0,3.0,617.0,206.0,54.0,40.0,76.0,1,0.0,0.0,0.0,0.0,1007,420,576,7.0,9.0,0.0,'7-9-0,0.438,0.0,0.625,0.8125,0.375,0.625,0.1875,0.1875,38.5625,12.875,3.375,2.5,4.75,0.0625,0.0,0.0,0.0,0.0,0.42,0.57
DET,2019,REG,0.0,7.0,20.0,11.0,14.0,6.0,2.0,692.0,172.0,57.0,28.0,69.0,1,0.0,0.0,0.0,0.0,1097,435,641,4.0,12.0,0.0,'4-12-0,0.25,0.0,0.4375,1.25,0.6875,0.875,0.375,0.125,43.25,10.75,3.5625,1.75,4.3125,0.0625,0.0,0.0,0.0,0.0,0.4,0.58
GB,2019,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,18.0,4.0,6.0,11.0,0,0.0,0.0,0.0,0.0,112,63,45,14.0,4.0,0.0,'14-4-0,0.778,0.0,0.9444444444444444,1.0555555555555556,0.5,0.7777777777777778,0.3333333333333333,0.1111111111111111,38.94444444444444,10.555555555555555,2.6666666666666665,2.611111111111111,5.5,0.0,0.0,0.0,0.0,0.0,0.56,0.4
GB,2019,REG,0.0,17.0,19.0,9.0,14.0,6.0,2.0,622.0,172.0,44.0,41.0,88.0,0,0.0,0.0,0.0,0.0,1001,406,585,14.0,4.0,0.0,'14-4-0,0.778,0.0,0.9444444444444444,1.0555555555555556,0.5,0.7777777777777778,0.3333333333333333,0.1111111111111111,38.94444444444444,10.555555555555555,2.6666666666666665,2.611111111111111,5.5,0.0,0.0,0.0,0.0,0.0,0.41,0.58
HOU,2019,POST,0.0,0.0,3.0,1.0,2.0,1.0,2.0,79.0,19.0,10.0,4.0,14.0,0,0.0,0.0,0.0,0.0,138,48,85,11.0,7.0,0.0,'11-7-0,0.611,0.0,0.6666666666666666,1.1111111111111112,0.6666666666666666,0.9444444444444444,0.16666666666666666,0.16666666666666666,38.72222222222222,11.88888888888889,4.0,1.9444444444444444,5.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.35,0.62
HOU,2019,REG,0.0,12.0,17.0,11.0,15.0,2.0,1.0,618.0,195.0,62.0,31.0,86.0,2,0.0,0.0,0.0,0.0,1023,393,615,11.0,7.0,0.0,'11-7-0,0.611,0.0,0.6666666666666666,1.1111111111111112,0.6666666666666666,0.9444444444444444,0.16666666666666666,0.16666666666666666,38.72222222222222,11.88888888888889,4.0,1.9444444444444444,5.555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.38,0.6
IND,2019,REG,2.0,15.0,16.0,8.0,13.0,3.0,0.0,611.0,201.0,117.0,41.0,77.0,1,1.0,1.0,0.0,0.0,988,365,603,7.0,9.0,0.0,'7-9-0,0.438,0.125,0.9375,1.0,0.5,0.8125,0.1875,0.0,38.1875,12.5625,7.3125,2.5625,4.8125,0.0625,0.0625,0.0625,0.0,0.0,0.37,0.61
JAX,2019,REG,0.0,10.0,18.0,7.0,14.0,4.0,1.0,645.0,160.0,30.0,47.0,100.0,2,1.0,0.0,0.0,0.0,1001,416,565,6.0,10.0,0.0,'6-10-0,0.375,0.0,0.625,1.125,0.4375,0.875,0.25,0.0625,40.3125,10.0,1.875,2.9375,6.25,0.125,0.0625,0.0,0.0,0.0,0.42,0.56
KC,2019,POST,0.0,2.0,3.0,2.0,1.0,2.0,0.0,121.0,30.0,2.0,9.0,18.0,0,0.0,0.0,0.0,0.0,190,64,123,15.0,4.0,0.0,'15-4-0,0.789,0.0,0.9473684210526315,1.1578947368421053,0.47368421052631576,0.7894736842105263,0.3684210526315789,0.05263157894736842,41.26315789473684,11.0,2.1052631578947367,2.8421052631578947,5.947368421052632,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.0,0.34,0.65
KC,2019,REG,0.0,16.0,19.0,7.0,14.0,5.0,1.0,663.0,179.0,38.0,45.0,95.0,3,1.0,1.0,0.0,0.0,1052,414,628,15.0,4.0,0.0,'15-4-0,0.789,0.0,0.9473684210526315,1.1578947368421053,0.47368421052631576,0.7894736842105263,0.3684210526315789,0.05263157894736842,41.26315789473684,11.0,2.1052631578947367,2.8421052631578947,5.947368421052632,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.0,0.39,0.6
LA,2019,REG,1.0,13.0,21.0,10.0,13.0,8.0,0.0,603.0,231.0,87.0,50.0,87.0,3,0.0,0.0,0.0,0.0,1057,431,608,9.0,7.0,0.0,'9-7-0,0.562,0.0625,0.8125,1.3125,0.625,0.8125,0.5,0.0,37.6875,14.4375,5.4375,3.125,5.4375,0.1875,0.0,0.0,0.0,0.0,0.41,0.58
LAC,2019,REG,0.0,11.0,20.0,5.0,5.0,15.0,2.0,619.0,176.0,53.0,30.0,62.0,0,0.0,0.0,0.0,0.0,925,420,493,5.0,11.0,0.0,'5-11-0,0.312,0.0,0.6875,1.25,0.3125,0.3125,0.9375,0.125,38.6875,11.0,3.3125,1.875,3.875,0.0,0.0,0.0,0.0,0.0,0.45,0.53
LV,2019,REG,0.0,9.0,14.0,5.0,9.0,5.0,1.0,618.0,155.0,70.0,32.0,61.0,2,0.0,0.0,0.0,0.0,963,390,558,7.0,9.0,0.0,'7-9-0,0.438,0.0,0.5625,0.875,0.3125,0.5625,0.3125,0.0625,38.625,9.6875,4.375,2.0,3.8125,0.125,0.0,0.0,0.0,0.0,0.4,0.58
MIA,2019,REG,1.0,13.0,20.0,4.0,10.0,11.0,4.0,599.0,230.0,55.0,23.0,62.0,1,0.0,0.0,0.0,0.0,1057,475,567,5.0,11.0,0.0,'5-11-0,0.312,0.0625,0.8125,1.25,0.25,0.625,0.6875,0.25,37.4375,14.375,3.4375,1.4375,3.875,0.0625,0.0,0.0,0.0,0.0,0.45,0.54
MIN,2019,POST,0.0,2.0,4.0,3.0,2.0,2.0,0.0,86.0,25.0,3.0,5.0,9.0,0,0.0,0.0,0.0,0.0,122,62,58,11.0,7.0,0.0,'11-7-0,0.611,0.05555555555555555,1.0555555555555556,1.6666666666666667,0.9444444444444444,1.1666666666666667,0.5,0.1111111111111111,43.388888888888886,10.61111111111111,2.388888888888889,2.9444444444444446,5.888888888888889,0.1111111111111111,0.0,0.0,0.0,0.0,0.51,0.48
MIN,2019,REG,1.0,17.0,26.0,14.0,19.0,7.0,2.0,695.0,166.0,40.0,48.0,97.0,2,0.0,0.0,0.0,0.0,1057,400,652,11.0,7.0,0.0,'11-7-0,0.611,0.05555555555555555,1.0555555555555556,1.6666666666666667,0.9444444444444444,1.1666666666666667,0.5,0.1111111111111111,43.388888888888886,10.61111111111111,2.388888888888889,2.9444444444444446,5.888888888888889,0.1111111111111111,0.0,0.0,0.0,0.0,0.38,0.62
NE,2019,POST,0.0,1.0,2.0,0.0,1.0,1.0,0.0,36.0,15.0,11.0,1.0,5.0,0,0.0,0.0,0.0,0.0,58,41,17,12.0,5.0,0.0,'12-5-0,0.706,0.058823529411764705,1.5294117647058822,1.411764705882353,0.5294117647058824,0.9411764705882353,0.47058823529411764,0.17647058823529413,34.35294117647059,12.529411764705882,7.529411764705882,2.823529411764706,5.882352941176471,0.35294117647058826,0.0,0.0,0.0,0.0,0.71,0.29
NE,2019,REG,1.0,25.0,22.0,9.0,15.0,7.0,3.0,548.0,198.0,117.0,47.0,95.0,6,0.0,0.0,0.0,0.0,948,353,581,12.0,5.0,0.0,'12-5-0,0.706,0.058823529411764705,1.5294117647058822,1.411764705882353,0.5294117647058824,0.9411764705882353,0.47058823529411764,0.17647058823529413,34.35294117647059,12.529411764705882,7.529411764705882,2.823529411764706,5.882352941176471,0.35294117647058826,0.0,0.0,0.0,0.0,0.37,0.61
NO,2019,POST,0.0,0.0,1.0,1.0,1.0,0.0,0.0,45.0,17.0,1.0,3.0,4.0,0,0.0,0.0,0.0,0.0,74,39,34,13.0,4.0,0.0,'13-4-0,0.765,0.058823529411764705,0.7647058823529411,1.0588235294117647,0.6470588235294118,0.7058823529411765,0.35294117647058826,0.0,40.64705882352941,9.0,1.8823529411764706,3.176470588235294,6.470588235294118,0.17647058823529413,0.0,0.0,0.0,0.0,0.53,0.46
NO,2019,REG,1.0,13.0,17.0,10.0,11.0,6.0,0.0,646.0,136.0,31.0,51.0,106.0,3,0.0,0.0,0.0,0.0,1002,340,654,13.0,4.0,0.0,'13-4-0,0.765,0.058823529411764705,0.7647058823529411,1.0588235294117647,0.6470588235294118,0.7058823529411765,0.35294117647058826,0.0,40.64705882352941,9.0,1.8823529411764706,3.176470588235294,6.470588235294118,0.17647058823529413,0.0,0.0,0.0,0.0,0.34,0.65
NYG,2019,REG,1.0,10.0,16.0,6.0,8.0,8.0,1.0,621.0,232.0,81.0,36.0,90.0,2,0.0,0.0,0.0,0.0,1061,451,591,4.0,12.0,0.0,'4-12-0,0.25,0.0625,0.625,1.0,0.375,0.5,0.5,0.0625,38.8125,14.5,5.0625,2.25,5.625,0.125,0.0,0.0,0.0,0.0,0.43,0.56
NYJ,2019,REG,2.0,12.0,24.0,8.0,9.0,15.0,1.0,648.0,167.0,23.0,35.0,95.0,4,0.0,0.0,0.0,0.0,1043,400,622,7.0,9.0,0.0,'7-9-0,0.438,0.125,0.75,1.5,0.5,0.5625,0.9375,0.0625,40.5,10.4375,1.4375,2.1875,5.9375,0.25,0.0,0.0,0.0,0.0,0.38,0.6
PHI,2019,POST,0.0,0.0,2.0,0.0,1.0,1.0,0.0,32.0,9.0,2.0,1.0,11.0,0,0.0,0.0,0.0,0.0,57,23,31,9.0,8.0,0.0,'9-8-0,0.529,0.0,0.6470588235294118,1.3529411764705883,0.6470588235294118,1.0,0.4117647058823529,0.058823529411764705,37.1764705882353,8.764705882352942,1.3529411764705883,2.588235294117647,6.588235294117647,0.17647058823529413,0.0,0.0,0.0,0.0,0.4,0.54
PHI,2019,REG,0.0,11.0,21.0,11.0,16.0,6.0,1.0,600.0,140.0,21.0,43.0,101.0,3,0.0,0.0,0.0,0.0,971,346,615,9.0,8.0,0.0,'9-8-0,0.529,0.0,0.6470588235294118,1.3529411764705883,0.6470588235294118,1.0,0.4117647058823529,0.058823529411764705,37.1764705882353,8.764705882352942,1.3529411764705883,2.588235294117647,6.588235294117647,0.17647058823529413,0.0,0.0,0.0,0.0,0.36,0.63
PIT,2019,REG,0.0,20.0,35.0,18.0,23.0,12.0,4.0,642.0,228.0,124.0,54.0,111.0,3,0.0,0.0,0.0,0.0,1031,454,569,8.0,8.0,0.0,'8-8-0,0.5,0.0,1.25,2.1875,1.125,1.4375,0.75,0.25,40.125,14.25,7.75,3.375,6.9375,0.1875,0.0,0.0,0.0,0.0,0.44,0.55
SEA,2019,POST,0.0,0.0,3.0,0.0,0.0,3.0,0.0,81.0,16.0,1.0,9.0,14.0,0,0.0,0.0,0.0,0.0,120,53,64,12.0,6.0,0.0,'12-6-0,0.667,0.0,0.8888888888888888,1.4444444444444444,0.7777777777777778,1.0555555555555556,0.3888888888888889,0.1111111111111111,36.388888888888886,13.277777777777779,3.2222222222222223,2.0555555555555554,4.444444444444445,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.44,0.53
SEA,2019,REG,0.0,16.0,23.0,14.0,19.0,4.0,2.0,574.0,223.0,57.0,28.0,66.0,3,1.0,0.0,0.0,0.0,1022,383,627,12.0,6.0,0.0,'12-6-0,0.667,0.0,0.8888888888888888,1.4444444444444444,0.7777777777777778,1.0555555555555556,0.3888888888888889,0.1111111111111111,36.388888888888886,13.277777777777779,3.2222222222222223,2.0555555555555554,4.444444444444445,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.37,0.61
SF,2019,POST,0.0,5.0,9.0,1.0,7.0,2.0,2.0,127.0,25.0,7.0,13.0,18.0,0,0.0,0.0,0.0,0.0,179,52,124,15.0,4.0,0.0,'15-4-0,0.789,0.0,0.8947368421052632,1.6842105263157894,0.7368421052631579,1.4210526315789473,0.2631578947368421,0.21052631578947367,40.73684210526316,10.052631578947368,3.0526315789473686,3.210526315789474,5.631578947368421,0.2631578947368421,0.0,0.0,0.0,0.0,0.29,0.69
SF,2019,REG,0.0,12.0,23.0,13.0,20.0,3.0,2.0,647.0,166.0,51.0,48.0,89.0,5,0.0,0.0,0.0,0.0,974,402,568,15.0,4.0,0.0,'15-4-0,0.789,0.0,0.8947368421052632,1.6842105263157894,0.7368421052631579,1.4210526315789473,0.2631578947368421,0.21052631578947367,40.73684210526316,10.052631578947368,3.0526315789473686,3.210526315789474,5.631578947368421,0.2631578947368421,0.0,0.0,0.0,0.0,0.41,0.58
TB,2019,REG,0.0,12.0,26.0,16.0,20.0,6.0,4.0,651.0,147.0,27.0,47.0,114.0,6,0.0,0.0,0.0,0.0,1080,350,718,7.0,9.0,0.0,'7-9-0,0.438,0.0,0.75,1.625,1.0,1.25,0.375,0.25,40.6875,9.1875,1.6875,2.9375,7.125,0.375,0.0,0.0,0.0,0.0,0.32,0.66
TEN,2019,POST,0.0,3.0,3.0,2.0,2.0,2.0,0.0,131.0,27.0,8.0,6.0,17.0,1,0.0,0.0,0.0,0.0,216,76,137,11.0,8.0,0.0,'11-8-0,0.579,0.05263157894736842,0.8947368421052632,1.0526315789473684,0.631578947368421,0.6842105263157895,0.42105263157894735,0.10526315789473684,39.0,14.105263157894736,6.0,2.5789473684210527,5.2105263157894735,0.21052631578947367,0.0,0.0,0.0,0.0,0.35,0.63
TEN,2019,REG,1.0,14.0,17.0,10.0,11.0,6.0,2.0,610.0,241.0,106.0,43.0,82.0,3,0.0,0.0,0.0,0.0,1060,403,643,11.0,8.0,0.0,'11-8-0,0.579,0.05263157894736842,0.8947368421052632,1.0526315789473684,0.631578947368421,0.6842105263157895,0.42105263157894735,0.10526315789473684,39.0,14.105263157894736,6.0,2.5789473684210527,5.2105263157894735,0.21052631578947367,0.0,0.0,0.0,0.0,0.38,0.61
WAS,2019,REG,0.0,13.0,21.0,9.0,16.0,5.0,0.0,696.0,198.0,52.0,46.0,91.0,0,0.0,0.0,0.0,0.0,1081,481,586,3.0,13.0,0.0,'3-13-0,0.188,0.0,0.8125,1.3125,0.5625,1.0,0.3125,0.0,43.5,12.375,3.25,2.875,5.6875,0.0,0.0,0.0,0.0,0.0,0.44,0.54
ARI,2020,REG,1.0,11.0,17.0,8.0,13.0,4.0,2.0,698.0,172.0,55.0,48.0,99.0,0,0.0,0.0,0.0,0.0,1058,430,617,8.0,8.0,0.0,'8-8-0,0.5,0.0625,0.6875,1.0625,0.5,0.8125,0.25,0.125,43.625,10.75,3.4375,3.0,6.1875,0.0,0.0,0.0,0.0,0.0,0.41,0.58
ATL,2020,REG,0.0,12.0,21.0,9.0,17.0,4.0,3.0,654.0,180.0,27.0,29.0,89.0,1,1.0,0.0,0.0,0.0,1038,369,651,4.0,12.0,0.0,'4-12-0,0.25,0.0,0.75,1.3125,0.5625,1.0625,0.25,0.1875,40.875,11.25,1.6875,1.8125,5.5625,0.0625,0.0625,0.0,0.0,0.0,0.36,0.63
BAL,2020,POST,0.0,1.0,1.0,0.0,1.0,0.0,0.0,59.0,19.0,10.0,3.0,8.0,0,0.0,0.0,0.0,0.0,104,34,66,12.0,6.0,0.0,'12-6-0,0.667,0.1111111111111111,0.6111111111111112,1.6111111111111112,0.6111111111111112,1.3333333333333333,0.2777777777777778,0.3333333333333333,38.166666666666664,11.833333333333334,2.9444444444444446,2.3333333333333335,6.777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.33,0.63
BAL,2020,REG,2.0,10.0,28.0,11.0,23.0,5.0,6.0,628.0,194.0,43.0,39.0,114.0,3,0.0,0.0,0.0,0.0,1023,380,635,12.0,6.0,0.0,'12-6-0,0.667,0.1111111111111111,0.6111111111111112,1.6111111111111112,0.6111111111111112,1.3333333333333333,0.2777777777777778,0.3333333333333333,38.166666666666664,11.833333333333334,2.9444444444444446,2.3333333333333335,6.777777777777778,0.16666666666666666,0.0,0.0,0.0,0.0,0.37,0.62
BUF,2020,POST,0.0,1.0,6.0,0.0,3.0,3.0,1.0,119.0,42.0,17.0,5.0,12.0,1,0.0,0.0,0.0,0.0,215,83,126,15.0,4.0,0.0,'15-4-0,0.789,0.0,0.8421052631578947,1.3157894736842106,0.631578947368421,0.8947368421052632,0.42105263157894735,0.10526315789473684,39.73684210526316,12.789473684210526,6.157894736842105,2.263157894736842,5.315789473684211,0.21052631578947367,0.0,0.0,0.0,0.0,0.39,0.59
BUF,2020,REG,0.0,15.0,19.0,12.0,14.0,5.0,1.0,636.0,201.0,100.0,38.0,89.0,3,0.0,0.0,0.0,0.0,1032,413,613,15.0,4.0,0.0,'15-4-0,0.789,0.0,0.8421052631578947,1.3157894736842106,0.631578947368421,0.8947368421052632,0.42105263157894735,0.10526315789473684,39.73684210526316,12.789473684210526,6.157894736842105,2.263157894736842,5.315789473684211,0.21052631578947367,0.0,0.0,0.0,0.0,0.4,0.59
CAR,2020,REG,0.0,7.0,19.0,13.0,13.0,6.0,3.0,579.0,211.0,20.0,29.0,86.0,2,0.0,0.0,0.0,0.0,1025,391,611,5.0,11.0,0.0,'5-11-0,0.312,0.0,0.4375,1.1875,0.8125,0.8125,0.375,0.1875,36.1875,13.1875,1.25,1.8125,5.375,0.125,0.0,0.0,0.0,0.0,0.38,0.6
CHI,2020,POST,0.0,0.0,2.0,1.0,1.0,1.0,0.0,54.0,7.0,0.0,1.0,5.0,0,0.0,0.0,0.0,0.0,75,35,40,8.0,9.0,0.0,'8-9-0,0.471,0.058823529411764705,0.5882352941176471,1.1764705882352942,0.47058823529411764,0.8823529411764706,0.29411764705882354,0.058823529411764705,41.529411764705884,10.941176470588236,1.4705882352941178,2.1176470588235294,5.235294117647059,0.058823529411764705,0.0,0.0,0.0,0.0,0.47,0.53
CHI,2020,REG,1.0,10.0,18.0,7.0,14.0,4.0,1.0,652.0,179.0,25.0,35.0,84.0,1,0.0,0.0,0.0,0.0,1021,423,579,8.0,9.0,0.0,'8-9-0,0.471,0.058823529411764705,0.5882352941176471,1.1764705882352942,0.47058823529411764,0.8823529411764706,0.29411764705882354,0.058823529411764705,41.529411764705884,10.941176470588236,1.4705882352941178,2.1176470588235294,5.235294117647059,0.058823529411764705,0.0,0.0,0.0,0.0,0.41,0.57
CIN,2020,REG,0.0,11.0,14.0,7.0,11.0,3.0,4.0,587.0,212.0,31.0,17.0,72.0,0,1.0,0.0,0.0,0.0,1024,449,558,5.0,11.0,0.0,'5-11-0,0.312,0.0,0.6875,0.875,0.4375,0.6875,0.1875,0.25,36.6875,13.25,1.9375,1.0625,4.5,0.0,0.0625,0.0,0.0,0.0,0.44,0.54
CLE,2020,POST,0.0,5.0,1.0,1.0,0.0,1.0,0.0,98.0,18.0,3.0,1.0,7.0,1,0.0,0.0,0.0,0.0,150,39,109,12.0,6.0,0.0,'12-6-0,0.667,0.1111111111111111,0.8888888888888888,1.3888888888888888,0.6111111111111112,1.0,0.3888888888888889,0.0,40.388888888888886,11.444444444444445,2.611111111111111,2.1666666666666665,4.222222222222222,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.26,0.73
CLE,2020,REG,2.0,11.0,24.0,10.0,18.0,6.0,0.0,629.0,188.0,44.0,38.0,69.0,2,1.0,0.0,0.0,0.0,1044,405,623,12.0,6.0,0.0,'12-6-0,0.667,0.1111111111111111,0.8888888888888888,1.3888888888888888,0.6111111111111112,1.0,0.3888888888888889,0.0,40.388888888888886,11.444444444444445,2.611111111111111,2.1666666666666665,4.222222222222222,0.16666666666666666,0.05555555555555555,0.0,0.0,0.0,0.39,0.6
DAL,2020,REG,0.0,10.0,19.0,12.0,14.0,5.0,4.0,647.0,202.0,21.0,31.0,72.0,2,0.0,0.0,0.0,0.0,1061,497,549,6.0,10.0,0.0,'6-10-0,0.375,0.0,0.625,1.1875,0.75,0.875,0.3125,0.25,40.4375,12.625,1.3125,1.9375,4.5,0.125,0.0,0.0,0.0,0.0,0.47,0.52
DEN,2020,REG,0.0,10.0,17.0,5.0,11.0,6.0,1.0,663.0,166.0,25.0,42.0,90.0,0,0.0,0.0,0.0,0.0,1046,420,611,5.0,11.0,0.0,'5-11-0,0.312,0.0,0.625,1.0625,0.3125,0.6875,0.375,0.0625,41.4375,10.375,1.5625,2.625,5.625,0.0,0.0,0.0,0.0,0.0,0.4,0.58
DET,2020,REG,1.0,7.0,19.0,6.0,17.0,2.0,3.0,658.0,204.0,57.0,24.0,55.0,0,0.0,0.0,0.0,0.0,1074,465,584,5.0,11.0,0.0,'5-11-0,0.312,0.0625,0.4375,1.1875,0.375,1.0625,0.125,0.1875,41.125,12.75,3.5625,1.5,3.4375,0.0,0.0,0.0,0.0,0.0,0.43,0.54
GB,2020,POST,0.0,3.0,0.0,0.0,0.0,0.0,0.0,70.0,25.0,4.0,5.0,10.0,0,0.0,0.0,0.0,0.0,112,42,69,14.0,4.0,0.0,'14-4-0,0.778,0.05555555555555555,0.7777777777777778,0.8333333333333334,0.4444444444444444,0.7222222222222222,0.1111111111111111,0.0,38.05555555555556,11.555555555555555,3.1666666666666665,2.5555555555555554,4.833333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.38,0.62
GB,2020,REG,1.0,11.0,15.0,8.0,13.0,2.0,0.0,615.0,183.0,53.0,41.0,77.0,2,0.0,0.0,0.0,0.0,977,396,576,14.0,4.0,0.0,'14-4-0,0.778,0.05555555555555555,0.7777777777777778,0.8333333333333334,0.4444444444444444,0.7222222222222222,0.1111111111111111,0.0,38.05555555555556,11.555555555555555,3.1666666666666665,2.5555555555555554,4.833333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.41,0.59
HOU,2020,REG,0.0,3.0,13.0,8.0,11.0,2.0,1.0,651.0,225.0,80.0,34.0,80.0,1,0.0,0.0,0.0,0.0,1072,473,579,4.0,12.0,0.0,'4-12-0,0.25,0.0,0.1875,0.8125,0.5,0.6875,0.125,0.0625,40.6875,14.0625,5.0,2.125,5.0,0.0625,0.0,0.0,0.0,0.0,0.44,0.54
